dataset_version,source_dataset,room_id,property_group,sub_area,image_file,image_path,label,human_reason,orientation,previously_used_for,in_original_manifest
v1_original,cleanliness_manifest.csv,A33 A single attach,A33,Room,IMG_20260918_104756.jpg,A33 A single attach/IMG_20260918_104756.jpg,CLEAN,"Floor clean and free of waste; bed covered, desks hold bottles and small items in order.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 A single attach,A33,Room,IMG_20260918_104801.jpg,A33 A single attach/IMG_20260918_104801.jpg,CLEAN,"No dirt, residue or waste visible; helmet and a few clothes rest on the made bed.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 A single attach,A33,Room,IMG_20260918_104805.jpg,A33 A single attach/IMG_20260918_104805.jpg,CLEAN,Floor clean with no waste; clothes and helmet on the bed are normal belongings.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 A single attach,A33,Room,IMG_20260918_104828.jpg,A33 A single attach/IMG_20260918_104828.jpg,CLEAN,Wardrobe area clean with one bottle standing on the floor; no debris or residue.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,A33 C double Common.jpg,A33 C double common/A33 C double Common.jpg,CLEAN,"Bed with blanket, small carton on the side table and towels at the window; nothing dirty or discarded visible.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105110.jpg,A33 C double common/IMG_20260918_105110.jpg,CLEAN,"Floor clean with no waste; desk and chair clear, blanket left bunched on the bed only.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105117.jpg,A33 C double common/IMG_20260918_105117.jpg,CLEAN,"Tiles clean, no housekeeping dirt; bedding loose on the bed.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105124.jpg,A33 C double common/IMG_20260918_105124.jpg,CLEAN,"Suitcase stored on the wardrobe and a bottle above; floor clean, no waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105135.jpg,A33 C double common/IMG_20260918_105135.jpg,CLEAN,Desks and chairs in place with a cable along the floor; no waste or dirt visible.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105143.jpg,A33 C double common/IMG_20260918_105143.jpg,CLEAN,A few clothes on the bed and a weighing scale on the floor; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105157.jpg,A33 C double common/IMG_20260918_105157.jpg,NOT_CLEAN,"A large crumpled brown packing cover lies discarded on the floor beside the suitcase - visible waste material, so the area is not clean. Tiles themselves are clean.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105203.jpg,A33 C double common/IMG_20260918_105203.jpg,NOT_CLEAN,Closer view of the same discarded packing cover spread loose across the floor.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105215.jpg,A33 C double common/IMG_20260918_105215.jpg,CLEAN,"Cabinet with utensils, clothes on a hook, scale on the floor; no waste or residue.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105219.jpg,A33 C double common/IMG_20260918_105219.jpg,CLEAN,Floor clean and clear; clothes hanging behind the door.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105224.jpg,A33 C double common/IMG_20260918_105224.jpg,CLEAN,Carton and luggage stored beside the bed; no garbage or dirt visible.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105241.jpg,A33 C double common/IMG_20260918_105241.jpg,CLEAN,"Window wall and doorway; floor clean, nothing discarded.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A33 C double common,A33,Room,IMG_20260918_105245.jpg,A33 C double common/IMG_20260918_105245.jpg,CLEAN,"Wide view: bed made, suitcase on the wardrobe, floor clean.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 A single attach,A34,Room,A34 A Single attach.jpg,A34 A single attach/A34 A Single attach.jpg,CLEAN,Bed corner with folded bedding; no waste and the visible floor is clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 A single attach,A34,Room,IMG_20260918_104319.jpg,A34 A single attach/IMG_20260918_104319.jpg,CLEAN,"Desk, paper bags and stool kept together in the corner; floor clean, no waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 A single attach,A34,Room,IMG_20260918_104324.jpg,A34 A single attach/IMG_20260918_104324.jpg,CLEAN,Large open floor area clean and clear of debris.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 A single attach,A34,Room,IMG_20260918_104330.jpg,A34 A single attach/IMG_20260918_104330.jpg,CLEAN,Desk with computer and towel folded on the chair; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 A single attach,A34,Room,IMG_20260918_104334.jpg,A34 A single attach/IMG_20260918_104334.jpg,CLEAN,Bed made with a few clothes on it; no waste or residue.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 A single attach,A34,Room,IMG_20260918_104337.jpg,A34 A single attach/IMG_20260918_104337.jpg,CLEAN,"Bed covered, floor clean, nothing discarded.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 A single attach,A34,Room,IMG_20260918_104358.jpg,A34 A single attach/IMG_20260918_104358.jpg,CLEAN,Desk in use with a box stored underneath; no debris on the floor.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 A single attach,A34,Room,IMG_20260918_104414.jpg,A34 A single attach/IMG_20260918_104414.jpg,CLEAN,Doorway with doormat and luggage against the wall; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 A single attach,A34,Room,IMG_20260918_104444.jpg,A34 A single attach/IMG_20260918_104444.jpg,CLEAN,"Utility corner with ironing board, rack and bucket arranged along the wall; floor clean.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 A single attach,A34,Room,IMG_20260918_104514.jpg,A34 A single attach/IMG_20260918_104514.jpg,CLEAN,Storage corner kept in order; no waste or dirt visible.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 B double attach,A34,Room,A34 B double attach.jpg,A34 B double attach/A34 B double attach.jpg,NOT_CLEAN,"Tiles are clean with no housekeeping dirt, but clothes are dumped over a chair and over storage boxes with cartons and a jar crowding the corner - the room looks untidy.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 B double attach,A34,Room,IMG_20260918_103815.jpg,A34 B double attach/IMG_20260918_103815.jpg,NOT_CLEAN,"Tiles clean, but five-plus pairs of shoes and a slipper lie spread across the floor, a yellow bag is dropped on the tiles and clothes are strewn over a bare mattress.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 B double attach,A34,Room,IMG_20260918_103820.jpg,A34 B double attach/IMG_20260918_103820.jpg,NOT_CLEAN,"Clothes heaped over both mattresses, shoes and a bag on the floor, a packet left on the mattress; floor itself clean.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 B double attach,A34,Room,IMG_20260918_103827.jpg,A34 B double attach/IMG_20260918_103827.jpg,NOT_CLEAN,"Clothes and a steel vessel dumped on the chair, slippers loose on the floor, mattress standing across the bathroom doorway.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 B double attach,A34,Room,IMG_20260918_103844.jpg,A34 B double attach/IMG_20260918_103844.jpg,NOT_CLEAN,"A cloth is thrown over the chair and trails onto the floor, with further scattered items and bottles visible in the room beyond.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 B double attach,A34,Room,IMG_20260918_103854.jpg,A34 B double attach/IMG_20260918_103854.jpg,NOT_CLEAN,"Two open suitcases on the floor with contents spilling out, shoes scattered around them, clothes heaped on the mattress.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 B double attach,A34,Room,IMG_20260918_103858.jpg,A34 B double attach/IMG_20260918_103858.jpg,NOT_CLEAN,"Open suitcase tipped onto the floor, yellow bag and slipper on the tiles, clothes across both mattresses.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 B double attach,A34,Room,IMG_20260918_104015.jpg,A34 B double attach/IMG_20260918_104015.jpg,NOT_CLEAN,Clothes draped over two chairs with a carton and jar on the floor corner; tiles clean but the corner is unarranged.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,A34 B double attach,A34,Room,IMG_20260918_104031.jpg,A34 B double attach/IMG_20260918_104031.jpg,NOT_CLEAN,"Clothes over chairs, open suitcase on the floor, shoes below the bed; the room looks visibly untidy.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 B double attach,B41,Room,B41  B Double attach.jpg,B41 B double attach/B41  B Double attach.jpg,CLEAN,"Desk with laptop and bottles, towel on the chair; floor clean and clear of waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 B double attach,B41,Room,B41 B double attach. .jpg,B41 B double attach/B41 B double attach. .jpg,CLEAN,"Backpack kept on the floor and footwear on a rack; tiles clean, no debris.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 B double attach,B41,Room,IMG_20260918_111705.jpg,B41 B double attach/IMG_20260918_111705.jpg,CLEAN,"Bed with bedding, suitcase beside it and shoes under the bed; no waste or residue.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 B double attach,B41,Room,IMG_20260918_111711.jpg,B41 B double attach/IMG_20260918_111711.jpg,CLEAN,Bedding pulled back and shoes kept under the bed; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 B double attach,B41,Room,IMG_20260918_111715.jpg,B41 B double attach/IMG_20260918_111715.jpg,CLEAN,Study corner in use with a towel on the chair; no residue or debris.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 B double attach,B41,Room,IMG_20260918_111718.jpg,B41 B double attach/IMG_20260918_111718.jpg,CLEAN,"Laptop and bottles on the desk, clothes on the bed, slippers at the bedside - reasonably placed.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 B double attach,B41,Room,IMG_20260918_111720.jpg,B41 B double attach/IMG_20260918_111720.jpg,CLEAN,Towel hanging to dry and pillow on the bed; nothing discarded.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 B double attach,B41,Room,IMG_20260918_111728.jpg,B41 B double attach/IMG_20260918_111728.jpg,CLEAN,"Doormat at the door, suitcase and shoes stored beside the bed; floor clean.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 B double attach,B41,Room,IMG_20260918_111733.jpg,B41 B double attach/IMG_20260918_111733.jpg,CLEAN,Wardrobes with containers stored on top; floor clean and clear.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 B double attach,B41,Room,IMG_20260918_111738.jpg,B41 B double attach/IMG_20260918_111738.jpg,CLEAN,"Iron kept on the shelf and clothes hanging; floor clean, no waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 B double attach,B41,Room,IMG_20260918_111743.jpg,B41 B double attach/IMG_20260918_111743.jpg,CLEAN,Tiles clean; shoes under the bed and towel on the chair.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Kitchen,IMG_20260918_110949.jpg,B41 C double common/Kitchen/IMG_20260918_110949.jpg,NOT_CLEAN,"Kitchen surfaces show visible dirty conditions: dried spilled residue across the fridge top, a tray and plastic bags of waste left on the counter, and a cloth lying on the floor.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Kitchen,IMG_20260918_111002.jpg,B41 C double common/Kitchen/IMG_20260918_111002.jpg,NOT_CLEAN,Counter slab is stained and greasy along its length with food residue around the induction plate; vessels and jars sit in the residue and a cloth is dropped on the floor by the bin.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Kitchen,IMG_20260918_111005.jpg,B41 C double common/Kitchen/IMG_20260918_111005.jpg,NOT_CLEAN,"Sink and surrounding slab show residue and grime, and a dirty cloth lies on the floor beside the washing machine.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Kitchen,IMG_20260918_111008.jpg,B41 C double common/Kitchen/IMG_20260918_111008.jpg,CLEAN,"Kitchen/utility area is clean with no visible housekeeping dirt or waste; washing machine, shoe rack and clothes on a stool are normal household use.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Kitchen,IMG_20260918_111013.jpg,B41 C double common/Kitchen/IMG_20260918_111013.jpg,CLEAN,"Clothes on a drying stand beside the doors are normal use, not a cleanliness problem; floor clean with no waste.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Room,B 41 C  double common.jpg,B41 C double common/B 41 C  double common.jpg,NOT_CLEAN,"White paper debris lies on the floor tiles near the door, so the floor is not clean; cloth over a chair and bucket on the floor.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Room,IMG_20260918_111123.jpg,B41 C double common/IMG_20260918_111123.jpg,CLEAN,"Wardrobe, umbrella opened to dry and bed with bedcover; no housekeeping dirt or waste visible.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Room,IMG_20260918_111127.jpg,B41 C double common/IMG_20260918_111127.jpg,CLEAN,"Bedcover left rumpled with two garments on it and clothes hanging on wall hooks; no waste, residue or floor dirt visible - normal belongings.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Room,IMG_20260918_111131.jpg,B41 C double common/IMG_20260918_111131.jpg,NOT_CLEAN,"Table crowded with bottles, packets and paper bags; clothes heaped on the bed and spilling onto the floor with a backpack among them.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Room,IMG_20260918_111134.jpg,B41 C double common/IMG_20260918_111134.jpg,NOT_CLEAN,Bed covered by a pile of loose clothes with more items stacked on the side table.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Room,IMG_20260918_111147.jpg,B41 C double common/IMG_20260918_111147.jpg,NOT_CLEAN,A crumpled tissue/paper piece lies on the floor tile - visible waste on the floor; cloths draped over the bed frame and chair.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Room,IMG_20260918_111209.jpg,B41 C double common/IMG_20260918_111209.jpg,NOT_CLEAN,"Clothes heaped on the bed and dropped on the floor, paper bags and a backpack on the tiles, table crowded with bottles.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Room,IMG_20260918_111216.jpg,B41 C double common/IMG_20260918_111216.jpg,CLEAN,Clothes hanging on the wall hook and bed with bedcover; no waste or housekeeping dirt visible.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 C double common,B41,Room,IMG_20260918_111220.jpg,B41 C double common/IMG_20260918_111220.jpg,NOT_CLEAN,"Two white paper/tissue pieces lie on the passage tiles, so the floor is not clean; clothes draped over a stool and chair.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 D single attach,B41,Room,B41 D single attach.jpg,B41 D single attach/B41 D single attach.jpg,CLEAN,Tiles clean and shiny with doormat and dustbin in place; no waste.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 D single attach,B41,Room,IMG_20260918_111416.jpg,B41 D single attach/IMG_20260918_111416.jpg,CLEAN,Bed neatly covered with a bag and cushion on it; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 D single attach,B41,Room,IMG_20260918_111425.jpg,B41 D single attach/IMG_20260918_111425.jpg,CLEAN,Clean reflective floor with dustbin by the balcony door; no debris or stains.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 D single attach,B41,Room,IMG_20260918_111442.jpg,B41 D single attach/IMG_20260918_111442.jpg,CLEAN,Desk with a bottle and charger; floor clear of waste.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 D single attach,B41,Room,IMG_20260918_111500.jpg,B41 D single attach/IMG_20260918_111500.jpg,CLEAN,Suitcase stored on the wardrobe and slippers kept beside it; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 D single attach,B41,Room,IMG_20260918_111507.jpg,B41 D single attach/IMG_20260918_111507.jpg,CLEAN,Bed with pillow and folded cloth; no waste visible.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 D single attach,B41,Room,IMG_20260918_111517.jpg,B41 D single attach/IMG_20260918_111517.jpg,CLEAN,Backpack and cushion on the covered bed - normal belongings; floor clean.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,B41 D single attach,B41,Room,IMG_20260918_111527.jpg,B41 D single attach/IMG_20260918_111527.jpg,CLEAN,Entry area with doormat and dustbin; tiles clean with no litter.,portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 A single common,C21,Room,IMG_20260918_113220.jpg,C21 A single common/IMG_20260918_113220.jpg,NOT_CLEAN,"A crushed empty bottle, a used tissue roll and a wrapper are left lying on the desk - visible waste that has not been cleared.",portrait,LOPO training+evaluation (5 properties),yes
v1_original,cleanliness_manifest.csv,C21 A single common,C21,Room,IMG_20260918_113224.jpg,C21 A single common/IMG_20260918_113224.jpg,CLEAN,Cabinet with toiletries and bed corner; visible floor clear of waste and debris.,portrait,LOPO training+evaluation (5 properties),yes
